real	0m0.047s
real	0m0.801s
real	0m0.089s
real	0m0.780s
real	0m0.043s
real	0m0.712s
real	0m0.072s
real	0m0.706s
real	0m0.053s
real	0m0.747s
real	0m0.025s
real	0m0.720s
real	0m0.039s
real	0m0.819s
real	0m0.046s
real	0m0.783s
real	0m0.043s
real	0m0.774s
real	0m0.064s
real	0m0.728s
real	0m0.044s
real	0m0.727s
real	0m0.046s
real	0m0.753s
real	0m0.106s
real	0m0.898s
real	0m0.067s
real	0m0.735s
real	0m0.059s
real	0m0.797s
real	0m0.069s
real	0m0.812s
real	0m0.082s
real	0m0.836s
real	0m0.070s
real	0m0.885s
real	0m0.069s
real	0m0.763s
real	0m0.043s
real	0m0.767s
real	0m0.078s
real	0m0.778s
real	0m0.045s
real	0m0.796s
real	0m0.132s
real	0m0.755s
real	0m0.053s
real	0m0.851s
real	0m0.178s
real	0m0.891s
real	0m0.068s
real	0m0.854s
real	0m0.099s
real	0m0.799s
real	0m0.070s
real	0m0.708s
real	0m0.044s
real	0m0.854s
real	0m0.075s
real	0m0.804s
real	0m0.064s
real	0m0.756s
real	0m0.126s
real	0m0.761s
real	0m0.073s
